"","Bin ID","Site","Sample Name","Site ID","Subplot","Layer","Date","IMG Genome ID","Bin Quality","Bin Lineage","GTDB-Tk Taxonomy Lineage","Domain","Phylum","Class","Order","Family","Genus","Bin Completeness","Bin Contamination","Total Number of Bases","5s rRNA","16s rRNA","23s rRNA","tRNA Genes","Gene Count","Scaffold Count","Assembly Type"
"1169","3300067032_1173","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA,51.38,0,1928439,1,1,1,19,2144,251,"Combined"
"1170","3300067032_1175","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales","Bacteria; Proteobacteria; Alphaproteobacteria; ATCC43930; Stellaceae; AP-15","Bacteria","Proteobacteria","Alphaproteobacteria","ATCC43930","Stellaceae","AP-15",70.08,0.67,2965918,0,0,0,23,3177,301,"Combined"
"1171","3300067032_1178","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",96,3.41,6348975,1,0,0,59,6268,149,"Combined"
"1172","3300067032_1181","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; unclassified; unclassified; Solirubrobacterales bacterium URHD0059","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Baekduia","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Baekduia",74.48,0,4027465,0,0,0,48,4081,141,"Combined"
"1173","3300067032_1182","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Propionibacteriaceae",NA,58.6,0.52,1608498,0,1,0,15,1693,154,"Combined"
"1174","3300067032_1186","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae",NA,80.29,2.87,7561483,1,0,0,35,7169,649,"Combined"
"1175","3300067032_1187","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales","Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; CF-113","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","CF-113",61.39,4.95,3493718,1,0,0,23,3358,159,"Combined"
"1176","3300067032_1189","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae","Bacteria","Actinobacteriota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,83.65,3.02,5791421,0,0,0,63,5737,531,"Combined"
"1177","3300067032_1190","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Methyloceanibacter","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter",50,0.86,1031065,0,0,0,8,1133,127,"Combined"
"1178","3300067032_1192","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; Actinophytocola","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Actinophytocola",67.89,2.3,4884804,0,0,0,55,5078,609,"Combined"
"1179","3300067032_1194","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Verrucomicrobiota","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; Palsa-1382","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","Palsa-1382",71.69,1.69,2340913,1,0,0,28,2304,115,"Combined"
"1180","3300067032_1199","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",85.95,2.91,4402131,0,1,0,33,4466,259,"Combined"
"1181","3300067032_1200","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Acidoferrum",83.05,1.71,4392390,1,0,0,33,3959,169,"Combined"
"1182","3300067032_1206","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; Sulfotelmatobacter","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","SbA1","Sulfotelmatobacter",80.96,0,4041715,0,0,0,35,3664,243,"Combined"
"1183","3300067032_1221","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; Chersky-822","Bacteria","Actinobacteriota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Chersky-822",50.64,0.71,2011919,0,0,0,8,2111,296,"Combined"
"1184","3300067032_1223","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Rhodopila","Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Rhodopila","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila",80.38,0,5428505,0,0,0,33,5293,251,"Combined"
"1185","3300067032_1229","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Rubrobacteria; Gaiellales; Gaiellaceae; Gaiella; Gaiella occulta","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Palsa-739","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739",69.27,2.59,2004196,1,0,0,34,2406,207,"Combined"
"1186","3300067032_1231","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Beijerinckiaceae; Methylovirgula; Methylovirgula ligni","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylovirgula","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula",93.1,0.16,2378746,0,0,0,44,2505,62,"Combined"
"1187","3300067032_1237","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; PALSA-350","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae","PALSA-350",73.36,0,6181039,0,0,0,37,5348,272,"Combined"
"1188","3300067032_1239","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198",58.23,0,3492509,0,0,0,21,3315,205,"Combined"
"1189","3300067032_1243","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; QIAJ01","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","SbA1","QIAJ01",50,0,2124596,0,0,0,17,2057,126,"Combined"
"1190","3300067032_1247","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",74.14,0.45,4409154,1,0,1,20,4636,299,"Combined"
"1191","3300067032_1250","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; JACVRW01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Thermoleophilaceae","JACVRW01",50.86,1.72,2569738,1,0,1,33,2885,246,"Combined"
"1192","3300067032_1251","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; Bog-209","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","SbA1","Bog-209",79.43,1.71,5030028,0,0,0,45,4575,160,"Combined"
"1193","3300067032_1260","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Thermoleophilaceae",NA,54.62,5.17,2987326,0,1,0,28,3388,404,"Combined"
"1194","3300067032_1265","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Propionicimonas; Propionicimonas paludicola","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae; Propionicimonas; Propionicimonas sp017882685","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionicimonas",52.35,0,1656955,0,0,0,17,1762,188,"Combined"
"1195","3300067032_1266","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Acidobacteriota; Vicinamibacteria; Fen-336; Fen-336","Bacteria","Acidobacteriota","Vicinamibacteria","Fen-336","Fen-336",NA,83.57,5.13,5340243,0,1,0,37,4895,374,"Combined"
"1196","3300067032_1270","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Dormibacterota; Dormibacteria; Dormibacterales; Dormibacteraceae; CF-161","Bacteria","Dormibacterota","Dormibacteria","Dormibacterales","Dormibacteraceae","CF-161",85.04,3.15,5654580,1,0,0,45,5842,522,"Combined"
"1197","3300067032_1271","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Dormibacterota; Dormibacteria; UBA8260; UBA8260; Palsa-851","Bacteria","Dormibacterota","Dormibacteria","UBA8260","UBA8260","Palsa-851",66.38,0,2104773,0,1,0,23,2200,175,"Combined"
"1198","3300067032_1276","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota","Bacteria","Actinobacteriota",NA,NA,NA,NA,72.91,1.71,4840678,1,1,1,42,5240,442,"Combined"
"1199","3300067032_1278","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae","Bacteria; Actinobacteriota; Actinomycetia; Jiangellales; Jiangellaceae","Bacteria","Actinobacteriota","Actinomycetia","Jiangellales","Jiangellaceae",NA,61.24,0,1832787,0,0,0,16,2009,183,"Combined"
"1200","3300067032_1281","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina",NA,NA,NA,NA,NA,NA,NA,96.08,0.65,3223440,1,1,0,46,2988,67,"Combined"
"1201","3300067032_1282","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; GWC2-71-9; JACDDX01","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","GWC2-71-9","JACDDX01",60.34,0,1750508,0,0,0,20,1785,195,"Combined"
"1202","3300067032_1284","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; BOG-931","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","BOG-931",65.66,0.79,2607900,0,1,0,14,2784,234,"Combined"
"1203","3300067032_1285","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9",NA,86.06,0.86,2027528,0,1,0,57,2159,57,"Combined"
"1204","3300067032_1290","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",77.41,0.95,3607294,1,0,0,19,3403,222,"Combined"
"1205","3300067032_1292","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",95.07,0.71,2754779,1,0,1,39,2752,113,"Combined"
"1206","3300067032_1298","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; UBA11740","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","UBA11740",94.82,2.56,4581231,1,1,0,102,4250,47,"Combined"
"1207","3300067032_1301","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Bradyrhizobium; Bradyrhizobium erythrophlei","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",54.02,0,3991120,0,0,0,34,4262,245,"Combined"
"1208","3300067032_1304","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Dormibacterota; Dormibacteria; CF-121; CF-121; CF-13","Bacteria","Dormibacterota","Dormibacteria","CF-121","CF-121","CF-13",73.33,0.93,2225806,0,1,0,30,2493,210,"Combined"
"1209","3300067032_1305","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Eremiobacterota; Eremiobacteria; Baltobacterales; Baltobacteraceae; Tumulicola","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae","Tumulicola",70.3,0,2131648,0,0,0,30,2219,139,"Combined"
"1210","3300067032_1306","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ",NA,"Bacteria; Patescibacteria; Paceibacteria; UBA9983_A; UBA2100; UBA10103","Bacteria","Patescibacteria","Paceibacteria","UBA9983_A","UBA2100","UBA10103",64.94,0,779261,1,2,1,36,888,14,"Combined"
"1211","3300067032_1308","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",88.69,0.43,3314681,0,0,0,46,3247,34,"Combined"
"1212","3300067032_1309","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Acidoferrum",80.72,1.71,4554371,0,1,0,39,4247,141,"Combined"
"1213","3300067032_1312","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",92.59,1.71,3097284,1,0,1,48,3010,25,"Combined"
"1214","3300067032_1315","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"HQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Acidimicrobiia; IMCC26256; PALSA-610","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","PALSA-610",NA,96.77,2.14,4345396,1,1,1,48,4381,61,"Combined"
"1215","3300067032_1324","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Acidobacteriota; Thermoanaerobaculia; Gp7-AA8; Gp7-AA8; QHVT01","Bacteria","Acidobacteriota","Thermoanaerobaculia","Gp7-AA8","Gp7-AA8","QHVT01",88.89,1.99,4828889,1,1,1,36,4425,180,"Combined"
"1216","3300067032_1331","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01",86.03,0.14,2333897,1,0,0,44,2479,104,"Combined"
"1217","3300067032_1334","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Acidoferrum",81.62,2.56,3695534,0,0,0,27,3292,144,"Combined"
"1218","3300067032_1337","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum","Bacteria","Acidobacteriota","Acidobacteriae","Acidoferrales","UBA7541","Acidoferrum",67.57,0,3098388,1,0,0,22,2774,180,"Combined"
"1219","3300067032_1343","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",91.41,1.08,6134692,0,0,0,45,5729,129,"Combined"
"1220","3300067032_1344","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia",57.76,3.45,6244008,1,0,0,38,5851,112,"Combined"
"1221","3300067032_1345","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Micromonosporaceae; Planosporangium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Micromonosporaceae","Planosporangium",72.69,3.76,9295989,1,0,0,48,9324,700,"Combined"
"1222","3300067032_1346","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Palsa-739","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Palsa-739",84.63,0.86,2324541,1,1,0,47,2637,56,"Combined"
"1223","3300067032_1349","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Dormibacterota; Dormibacteria; Dormibacterales; Dormibacteraceae; CF-161","Bacteria","Dormibacterota","Dormibacteria","Dormibacterales","Dormibacteraceae","CF-161",72.74,0,3951379,0,0,0,26,4283,550,"Combined"
"1224","3300067032_1352","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales",NA,NA,72.22,0.85,1349247,1,0,1,32,1481,59,"Combined"
"1225","3300067032_1353","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Dormibacterota; Dormibacteria; Dormibacterales; Dormibacteraceae; 40CM-4-65-16","Bacteria","Dormibacterota","Dormibacteria","Dormibacterales","Dormibacteraceae","40CM-4-65-16",53.45,0,1889984,0,0,1,28,2158,168,"Combined"
"1226","3300067032_1355","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",93.25,1.28,2963710,1,0,0,46,2950,41,"Combined"
"1227","3300067032_1366","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; UBA11740","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","UBA11740",86.61,0.85,4769507,0,0,0,39,4373,149,"Combined"
"1228","3300067032_1368","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Bradyrhizobium","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",54.48,0,4566171,0,0,0,33,4891,248,"Combined"
"1229","3300067032_1373","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; SCN-69-37","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","SCN-69-37",NA,82.75,5.34,5374412,0,0,0,39,4965,423,"Combined"
"1230","3300067032_1377","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria","Bacteria; Chloroflexota; Limnocylindria; QHBO01; QHBO01","Bacteria","Chloroflexota","Limnocylindria","QHBO01","QHBO01",NA,81.19,0.37,2482467,1,1,1,38,2665,225,"Combined"
"1231","3300067032_1379","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Allosphingosinicella","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Allosphingosinicella",97.4,0.14,3517395,1,0,0,43,3631,44,"Combined"
"1232","3300067032_1383","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",77.05,0.58,2092022,0,0,0,23,2316,181,"Combined"
"1233","3300067032_1388","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Actinomycetota; Rubrobacteria","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; 13-2-20CM-68-14","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","13-2-20CM-68-14",62.07,0,1916975,0,0,0,30,2161,128,"Combined"
"1234","3300067032_1392","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"HQ",NA,"Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; UBA11740","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","UBA11740",98.24,1.71,4546933,1,1,1,57,4130,16,"Combined"
"1235","3300067032_1396","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"HQ","Bacteria; Verrucomicrobiota","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; Palsa-1382","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","Palsa-1382",100,2.7,3216321,1,2,1,48,3106,15,"Combined"
"1236","3300067032_1397","NEON combined assembly",NA,NA,NA,NA,NA,3300067032,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; AWTP1-13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","AWTP1-13",53.45,1.72,2770437,0,0,0,16,2913,316,"Combined"
